Sale Date,Product,Sales Amount,Region,Sales Rep,Payment Method
2024-03-06 07:22:45.817722,Smartwatch,32.54,North,Eva,Online Payment
2024-02-23 07:22:45.817724,Smartphone,29.96,North,Bob,Credit Card
2024-10-17 07:22:45.817728,Smartphone,429.18,East,Charlie,Cash
2024-07-19 07:22:45.817730,Smartwatch,354.79,South,Charlie,Online Payment
2024-12-13 07:22:45.817733,Printer,242.35,South,David,Cash
2024-12-09 07:22:45.817735,Laptop,57.94,North,David,Online Payment
2024-09-04 07:22:45.817743,Laptop,250.89,North,Bob,Cash
2024-06-11 07:22:45.817746,Camera,242.0,South,Charlie,Online Payment
2024-05-22 07:22:45.817749,Printer,94.87,North,Bob,Bank Transfer
2024-09-06 07:22:45.817751,Headphones,222.59,West,Eva,Bank Transfer
2024-04-10 07:22:45.817753,TV,205.27,North,Charlie,Credit Card
2024-11-06 07:22:45.817756,Tablet,311.77,South,David,Credit Card
2024-01-23 07:22:45.817758,Camera,321.2,South,Alice,Credit Card
2024-01-01 07:22:45.817761,Laptop,32.2,South,Charlie,Online Payment
2024-05-14 07:22:45.817764,Smartphone,193.56,North,Eva,Bank Transfer
2024-11-24 07:22:45.817767,Laptop,316.67,North,Eva,Cash
2024-12-22 07:22:45.817769,Laptop,256.54,North,Alice,Credit Card
2024-07-24 07:22:45.817771,Printer,429.68,West,Charlie,Bank Transfer
2024-06-23 07:22:45.817774,TV,332.76,North,Eva,Online Payment
2024-09-22 07:22:45.817777,Tablet,89.84,South,Charlie,Bank Transfer
2024-07-17 07:22:45.817780,Printer,44.58,South,Alice,Bank Transfer
2024-06-25 07:22:45.817782,Laptop,324.79,West,Eva,Credit Card
2024-09-07 07:22:45.817785,Laptop,22.99,South,Charlie,Cash
2024-08-17 07:22:45.817787,Tablet,297.03,North,David,Cash
2024-04-02 07:22:45.817790,Tablet,470.71,West,Eva,Bank Transfer
2024-05-01 07:22:45.817792,Printer,291.98,West,David,Credit Card
2024-03-14 07:22:45.817795,Smartwatch,200.2,South,David,Cash
2024-11-20 07:22:45.817797,Camera,325.21,West,Bob,Credit Card
2024-04-29 07:22:45.817800,TV,234.54,South,Alice,Online Payment
2024-02-01 07:22:45.817802,Camera,277.35,East,Alice,Credit Card
2024-03-09 07:22:45.817805,Mouse,471.32,North,Bob,Bank Transfer
2024-07-01 07:22:45.817808,Smartwatch,199.19,East,Eva,Cash
2024-10-18 07:22:45.817810,Headphones,480.98,South,Bob,Online Payment
2024-05-24 07:22:45.817812,Headphones,453.62,North,Charlie,Cash
2024-05-16 07:22:45.817815,Keyboard,105.94,South,Alice,Bank Transfer
2024-05-08 07:22:45.817818,Tablet,43.99,South,David,Bank Transfer
2024-09-15 07:22:45.817821,Laptop,59.38,East,Alice,Bank Transfer
2024-01-08 07:22:45.817823,Tablet,18.93,North,David,Bank Transfer
2024-10-25 07:22:45.817826,Tablet,56.28,West,Alice,Online Payment
2024-03-01 07:22:45.817828,Smartwatch,344.67,South,Eva,Online Payment
2024-04-25 07:22:45.817831,Laptop,44.88,North,Alice,Credit Card
2024-01-22 07:22:45.817833,Mouse,166.3,North,David,Credit Card
2024-03-24 07:22:45.817836,Printer,423.99,South,Alice,Credit Card
2024-05-16 07:22:45.817839,TV,21.4,South,Eva,Cash
2024-09-26 07:22:45.817841,Camera,409.09,West,David,Bank Transfer
2024-04-16 07:22:45.817844,Smartphone,148.11,North,Alice,Credit Card
2024-01-22 07:22:45.817846,Tablet,67.9,West,Bob,Cash
2024-04-21 07:22:45.817849,Smartphone,351.4,South,David,Bank Transfer
2024-11-24 07:22:45.817851,Laptop,318.18,North,David,Online Payment
2024-08-02 07:22:45.817854,Camera,439.96,North,Bob,Online Payment
2024-01-20 07:22:45.817857,Keyboard,370.18,West,Alice,Bank Transfer
2024-01-21 07:22:45.817859,Smartphone,403.71,East,Charlie,Cash
2024-10-01 07:22:45.817929,TV,148.2,North,Alice,Bank Transfer
2024-07-24 07:22:45.817932,Camera,96.95,East,David,Cash
2024-02-06 07:22:45.817935,Smartwatch,377.8,North,Bob,Credit Card
2024-09-25 07:22:45.817937,Headphones,405.35,North,David,Cash
2024-12-16 07:22:45.817940,Tablet,495.35,West,Bob,Cash
2024-02-09 07:22:45.817942,Smartphone,212.18,North,David,Online Payment
2024-08-13 07:22:45.817945,Headphones,192.29,North,Alice,Online Payment
2024-10-31 07:22:45.817948,Laptop,390.44,South,David,Cash
2024-09-20 07:22:45.817950,Smartwatch,176.99,East,Charlie,Credit Card
2024-06-05 07:22:45.817953,Smartwatch,466.07,North,Charlie,Online Payment
2024-08-06 07:22:45.817955,Smartphone,430.62,East,Bob,Cash
2024-02-08 07:22:45.817958,Keyboard,220.21,North,Alice,Bank Transfer
2024-05-04 07:22:45.817961,Smartphone,377.93,North,Eva,Online Payment
2024-03-19 07:22:45.817963,Smartwatch,379.73,East,Charlie,Bank Transfer
2024-11-19 07:22:45.817966,Printer,60.53,East,Charlie,Bank Transfer
2024-11-03 07:22:45.817970,TV,452.25,West,Bob,Cash
2024-07-17 07:22:45.817972,Camera,257.57,North,Bob,Online Payment
2024-12-16 07:22:45.817975,TV,414.96,South,Alice,Bank Transfer
2024-07-06 07:22:45.817977,Keyboard,166.82,North,David,Online Payment
2024-05-05 07:22:45.817980,Camera,448.81,South,Alice,Bank Transfer
2024-03-27 07:22:45.817982,Tablet,200.71,South,Eva,Bank Transfer
2024-02-23 07:22:45.817985,Tablet,15.31,East,Charlie,Bank Transfer
2024-07-12 07:22:45.817988,Tablet,453.64,North,Bob,Bank Transfer
2024-02-28 07:22:45.817990,TV,54.73,West,Alice,Credit Card
2024-01-22 07:22:45.817993,Smartphone,166.46,South,Eva,Bank Transfer
2024-06-17 07:22:45.817996,Camera,475.53,North,Alice,Cash
2024-01-31 07:22:45.817998,Camera,475.8,West,Bob,Cash
2024-02-21 07:22:45.818001,Mouse,290.98,South,Eva,Online Payment
2024-04-06 07:22:45.818003,Headphones,319.6,East,David,Cash
2024-11-12 07:22:45.818006,Keyboard,229.74,North,Alice,Bank Transfer
2024-11-21 07:22:45.818009,Tablet,153.67,South,Alice,Bank Transfer
2024-08-24 07:22:45.818011,Smartwatch,171.05,South,Eva,Cash
2024-09-09 07:22:45.818014,Printer,339.53,North,Eva,Cash
2024-04-30 07:22:45.818017,TV,378.66,North,David,Bank Transfer
2024-10-19 07:22:45.818019,Printer,397.87,North,David,Credit Card
2024-01-31 07:22:45.818022,Mouse,396.91,North,Alice,Credit Card
2024-11-20 07:22:45.818024,Mouse,54.69,South,Alice,Cash
2024-07-08 07:22:45.818027,Keyboard,252.27,West,Alice,Credit Card
2024-09-20 07:22:45.818029,Smartphone,38.2,East,David,Credit Card
2024-06-07 07:22:45.818036,Laptop,279.27,East,Charlie,Cash
2024-03-05 07:22:45.818040,Laptop,226.35,North,Alice,Bank Transfer
2024-01-16 07:22:45.818044,Smartwatch,444.98,East,Eva,Cash
2024-04-28 07:22:45.818049,TV,181.95,West,David,Credit Card
2024-12-09 07:22:45.818054,TV,67.36,East,Bob,Online Payment
2024-07-26 07:22:45.818058,Tablet,80.07,South,Bob,Online Payment
2024-03-28 07:22:45.818074,TV,383.14,East,Alice,Cash
2024-06-03 07:22:45.818076,Headphones,312.93,East,Alice,Credit Card
2024-04-14 07:22:45.818079,Tablet,59.55,East,Charlie,Cash
2024-12-07 07:22:45.818082,Mouse,51.21,East,David,Online Payment
2024-05-10 07:22:45.818084,Mouse,353.47,North,Eva,Cash
2024-09-19 07:22:45.818086,Printer,45.65,South,Eva,Credit Card
2024-04-02 07:22:45.818089,TV,412.71,South,Alice,Online Payment
2024-01-25 07:22:45.818093,Tablet,356.06,North,David,Bank Transfer
2024-12-17 07:22:45.818095,Printer,49.86,North,David,Bank Transfer
2024-03-12 07:22:45.818097,Headphones,51.57,South,Alice,Online Payment
2024-12-09 07:22:45.818100,Camera,493.45,West,David,Cash
2024-03-23 07:22:45.818103,Camera,193.39,North,David,Credit Card
2024-09-22 07:22:45.818105,Mouse,191.61,West,Alice,Online Payment
2024-05-01 07:22:45.818107,Laptop,408.27,East,Charlie,Online Payment
2024-05-01 07:22:45.818110,Keyboard,474.15,North,Alice,Cash
2024-06-13 07:22:45.818113,Headphones,493.14,West,Eva,Bank Transfer
2024-11-17 07:22:45.818116,Mouse,379.16,South,Charlie,Bank Transfer
2024-04-21 07:22:45.818120,Camera,194.37,West,Alice,Bank Transfer
2024-07-25 07:22:45.818125,Headphones,50.92,North,Charlie,Credit Card
2024-06-28 07:22:45.818129,Printer,390.8,South,Alice,Online Payment
2024-07-29 07:22:45.818134,TV,283.62,North,Charlie,Bank Transfer
2024-09-01 07:22:45.818138,Mouse,217.87,East,David,Bank Transfer
2024-07-07 07:22:45.818142,Mouse,454.11,West,Alice,Credit Card
2024-02-23 07:22:45.818147,TV,64.49,East,Charlie,Bank Transfer
2024-10-25 07:22:45.818151,Headphones,251.39,East,David,Bank Transfer
2024-10-27 07:22:45.818154,TV,15.56,South,Eva,Online Payment
2024-12-30 07:22:45.818162,Mouse,239.64,West,Charlie,Cash
2024-10-02 07:22:45.818165,Mouse,37.59,East,Alice,Online Payment
2024-04-10 07:22:45.818167,Headphones,68.22,East,Alice,Credit Card
2024-06-05 07:22:45.818169,Camera,67.59,North,Alice,Credit Card
2024-03-30 07:22:45.818172,Headphones,328.11,South,Charlie,Online Payment
2024-07-07 07:22:45.818175,Headphones,375.56,West,Alice,Online Payment
2024-08-30 07:22:45.818177,Mouse,295.85,West,Charlie,Bank Transfer
2024-12-19 07:22:45.818180,TV,481.46,East,David,Bank Transfer
2024-09-01 07:22:45.818182,Printer,193.69,West,Charlie,Bank Transfer
2024-07-05 07:22:45.818184,Tablet,150.0,East,Eva,Cash
2024-04-29 07:22:45.818187,Headphones,435.61,North,Alice,Cash
2024-12-03 07:22:45.818190,Laptop,119.56,South,Charlie,Online Payment
2024-08-19 07:22:45.818192,Camera,481.98,West,Eva,Online Payment
2024-09-06 07:22:45.818196,Keyboard,15.96,South,Eva,Credit Card
2024-11-04 07:22:45.818201,Mouse,485.24,North,Bob,Bank Transfer
2024-10-26 07:22:45.818205,Mouse,31.15,West,David,Bank Transfer
2024-11-12 07:22:45.818209,TV,446.66,West,Bob,Cash
2024-10-10 07:22:45.818214,Smartwatch,268.57,West,David,Bank Transfer
2024-03-22 07:22:45.818228,Mouse,496.55,North,Eva,Cash
2024-02-17 07:22:45.818230,Keyboard,46.16,North,Charlie,Bank Transfer
2024-03-23 07:22:45.818233,TV,281.39,East,Alice,Credit Card
2024-06-30 07:22:45.818235,Laptop,484.96,West,Alice,Credit Card
2024-01-10 07:22:45.818238,Mouse,266.32,North,Bob,Online Payment
2024-05-30 07:22:45.818241,Mouse,318.41,West,Bob,Bank Transfer
2024-07-19 07:22:45.818243,Smartphone,350.92,North,Bob,Bank Transfer
2024-10-03 07:22:45.818246,Tablet,232.73,North,Alice,Bank Transfer
2024-05-08 07:22:45.818248,Headphones,317.5,West,Eva,Bank Transfer
2024-05-22 07:22:45.818251,Tablet,296.31,South,Bob,Credit Card
2024-12-04 07:22:45.818253,Smartwatch,451.57,East,Alice,Online Payment
2024-04-24 07:22:45.818256,Laptop,32.27,North,Eva,Cash
2024-07-28 07:22:45.818260,Headphones,147.67,East,Charlie,Online Payment
2024-12-16 07:22:45.818265,Tablet,475.7,South,Charlie,Bank Transfer
2024-02-07 07:22:45.818270,Smartphone,446.23,West,Alice,Credit Card
2024-06-21 07:22:45.818274,Tablet,233.27,North,Eva,Cash
2024-12-04 07:22:45.818279,Printer,313.86,West,David,Bank Transfer
2024-05-12 07:22:45.818283,Camera,145.92,South,Alice,Online Payment
2024-02-26 07:22:45.818288,Smartphone,102.18,North,Charlie,Bank Transfer
2024-06-18 07:22:45.818301,Smartwatch,237.21,West,Charlie,Online Payment
2024-06-11 07:22:45.818304,Tablet,183.14,East,Charlie,Bank Transfer
2024-12-29 07:22:45.818306,TV,295.99,North,Eva,Online Payment
2024-01-04 07:22:45.818308,Smartwatch,48.09,West,Eva,Cash
2024-09-04 07:22:45.818311,Smartwatch,487.45,East,David,Cash
2024-11-27 07:22:45.818313,Smartphone,493.24,South,Eva,Online Payment
2024-05-19 07:22:45.818316,Smartwatch,352.1,West,Alice,Cash
2024-05-29 07:22:45.818318,TV,272.69,West,Eva,Online Payment
2024-07-13 07:22:45.818321,Laptop,161.67,East,Alice,Cash
2024-02-11 07:22:45.818323,Mouse,408.76,North,Bob,Online Payment
2024-09-22 07:22:45.818326,Keyboard,345.52,East,Charlie,Credit Card
2024-04-08 07:22:45.818328,Camera,89.68,North,Bob,Bank Transfer
2024-05-29 07:22:45.818331,Laptop,456.35,North,Eva,Credit Card
2024-01-18 07:22:45.818333,Camera,413.04,East,Bob,Online Payment
2024-07-21 07:22:45.818336,Smartwatch,475.4,West,Charlie,Online Payment
2024-03-02 07:22:45.818339,Tablet,365.6,North,David,Online Payment
2024-06-29 07:22:45.818345,Camera,310.57,North,Charlie,Online Payment
2024-12-30 07:22:45.818347,Printer,214.94,South,Alice,Cash
2024-06-17 07:22:45.818350,Laptop,467.04,East,Alice,Cash
2024-06-08 07:22:45.818353,Mouse,434.37,South,Alice,Cash
2024-05-16 07:22:45.818355,Laptop,32.16,South,Eva,Bank Transfer
2024-11-10 07:22:45.818358,Headphones,22.92,East,Charlie,Cash
2024-12-16 07:22:45.818360,Mouse,194.47,South,Alice,Credit Card
2024-06-24 07:22:45.818363,Printer,407.17,East,Alice,Bank Transfer
2024-02-13 07:22:45.818365,Camera,493.77,West,Bob,Credit Card
2024-09-07 07:22:45.818368,TV,83.7,North,David,Online Payment
2024-04-12 07:22:45.818370,Laptop,301.12,South,David,Bank Transfer
2024-10-16 07:22:45.818373,TV,196.64,East,David,Online Payment
2024-10-01 07:22:45.818376,Mouse,485.26,East,David,Bank Transfer
2024-11-21 07:22:45.818378,Laptop,422.64,East,Charlie,Online Payment
2024-11-08 07:22:45.818381,Headphones,420.78,South,Alice,Bank Transfer
2024-06-20 07:22:45.818383,Smartphone,239.66,North,Eva,Cash
2024-04-27 07:22:45.818385,Keyboard,213.26,North,David,Credit Card
2024-04-05 07:22:45.818388,Keyboard,143.97,East,David,Credit Card
2024-10-12 07:22:45.818391,Smartwatch,37.62,West,Eva,Cash
2024-06-08 07:22:45.818393,Headphones,433.71,West,Charlie,Online Payment
2024-04-08 07:22:45.818395,Headphones,408.32,East,Eva,Online Payment
2024-01-09 07:22:45.818398,Tablet,499.86,East,Bob,Bank Transfer
2024-07-17 07:22:45.818401,TV,498.35,North,Alice,Cash
2024-04-22 07:22:45.818403,Smartphone,282.16,West,Eva,Online Payment
2024-09-12 07:22:45.818405,Keyboard,386.8,West,Alice,Cash
2024-03-01 07:22:45.818408,Smartwatch,472.94,East,Alice,Credit Card
2024-11-01 07:22:45.818410,Mouse,426.33,North,Alice,Credit Card
2024-10-02 07:22:45.818413,TV,131.2,West,Alice,Online Payment
2024-03-20 07:22:45.818415,Smartphone,230.77,North,David,Bank Transfer
2024-06-26 07:22:45.818418,Camera,73.29,South,Eva,Cash
2024-11-26 07:22:45.818420,Keyboard,477.49,South,Charlie,Cash
2024-02-17 07:22:45.818423,Printer,307.03,East,Bob,Online Payment
2024-09-05 07:22:45.818426,Smartphone,122.03,North,Charlie,Online Payment
2024-08-22 07:22:45.818428,Smartphone,339.13,West,Alice,Bank Transfer
2024-12-12 07:22:45.818430,Headphones,312.88,West,Alice,Online Payment
2024-05-18 07:22:45.818433,Keyboard,185.5,West,Alice,Online Payment
2024-04-27 07:22:45.818436,Keyboard,65.64,West,David,Bank Transfer
2024-06-28 07:22:45.818438,Headphones,339.07,West,Bob,Bank Transfer
2024-12-29 07:22:45.818440,Camera,264.95,South,David,Credit Card
2024-04-12 07:22:45.818444,Camera,388.44,East,Charlie,Online Payment
2024-06-11 07:22:45.818449,TV,264.88,South,Charlie,Online Payment
2024-05-11 07:22:45.818454,Smartwatch,427.57,South,David,Cash
2024-07-03 07:22:45.818458,Smartphone,280.43,West,Alice,Credit Card
2024-09-13 07:22:45.818463,Headphones,284.86,East,Eva,Credit Card
2024-08-14 07:22:45.818467,Smartwatch,439.56,East,Alice,Bank Transfer
2024-05-03 07:22:45.818472,Keyboard,207.71,North,Eva,Credit Card
2024-06-01 07:22:45.818482,TV,75.67,North,Charlie,Bank Transfer
2024-07-14 07:22:45.818485,Keyboard,24.1,North,Eva,Online Payment
2024-12-14 07:22:45.818487,Keyboard,380.02,North,Charlie,Online Payment
2024-09-23 07:22:45.818489,Headphones,313.95,North,Alice,Bank Transfer
2024-05-07 07:22:45.818492,Headphones,355.0,South,Eva,Bank Transfer
2024-06-19 07:22:45.818495,TV,114.35,South,Eva,Bank Transfer
2024-03-10 07:22:45.818497,TV,76.82,West,David,Online Payment
2024-05-08 07:22:45.818500,Keyboard,17.13,East,David,Online Payment
2024-06-27 07:22:45.818502,Mouse,181.79,West,Alice,Credit Card
2024-10-03 07:22:45.818505,Laptop,299.06,South,Bob,Online Payment
2024-11-20 07:22:45.818507,Keyboard,202.2,North,David,Online Payment
2024-01-02 07:22:45.818510,Camera,224.36,South,Eva,Cash
2024-06-17 07:22:45.818513,Tablet,453.04,South,Eva,Bank Transfer
2024-11-12 07:22:45.818516,Laptop,180.65,South,David,Cash
2024-07-23 07:22:45.818519,Tablet,261.85,South,Charlie,Bank Transfer
2024-07-17 07:22:45.818521,TV,393.99,West,Bob,Cash
2024-05-05 07:22:45.818523,Smartwatch,204.31,South,Alice,Cash
2024-04-21 07:22:45.818526,Smartphone,314.82,North,Bob,Bank Transfer
2024-06-13 07:22:45.818528,Camera,432.56,South,Alice,Credit Card
2024-04-20 07:22:45.818531,Mouse,475.27,East,Charlie,Bank Transfer
2024-07-16 07:22:45.818533,Mouse,82.07,East,Bob,Online Payment
2024-02-13 07:22:45.818536,Tablet,464.03,South,David,Bank Transfer
2024-11-10 07:22:45.818538,Laptop,251.14,North,Bob,Credit Card
2024-04-06 07:22:45.818541,TV,136.54,North,Eva,Credit Card
2024-09-22 07:22:45.818543,Camera,234.98,South,Eva,Cash
2024-11-28 07:22:45.818546,Mouse,490.22,North,Bob,Bank Transfer
2024-06-29 07:22:45.818548,Keyboard,251.38,East,Eva,Credit Card
2024-07-08 07:22:45.818551,Laptop,171.09,East,Bob,Credit Card
2024-02-23 07:22:45.818553,Smartwatch,320.37,West,Eva,Online Payment
2024-11-07 07:22:45.818556,Tablet,127.67,East,Charlie,Credit Card
2024-08-12 07:22:45.818558,Laptop,47.17,South,Eva,Online Payment
2024-07-24 07:22:45.818561,Headphones,73.15,East,Bob,Bank Transfer
2024-10-26 07:22:45.818563,Smartwatch,72.74,North,Eva,Cash
2024-04-28 07:22:45.818566,Mouse,84.43,North,Charlie,Cash
2024-02-22 07:22:45.818568,Camera,78.03,South,Alice,Online Payment
2024-07-27 07:22:45.818571,Printer,324.03,West,Charlie,Cash
2024-07-04 07:22:45.818573,Tablet,99.12,South,Charlie,Credit Card
2024-01-21 07:22:45.818584,Tablet,179.38,West,Alice,Credit Card
2024-06-23 07:22:45.818587,Tablet,449.43,South,Bob,Bank Transfer
2024-08-08 07:22:45.818590,Printer,242.24,South,Alice,Cash
2024-03-16 07:22:45.818592,Smartwatch,337.1,North,Alice,Online Payment
2024-08-03 07:22:45.818594,TV,94.44,South,Eva,Cash
2024-05-23 07:22:45.818597,Smartwatch,104.22,East,Charlie,Online Payment
2024-04-13 07:22:45.818600,Laptop,30.03,North,Charlie,Online Payment
2024-12-16 07:22:45.818602,Mouse,92.78,South,Alice,Online Payment
2024-09-10 07:22:45.818604,Headphones,146.51,North,Charlie,Credit Card
2024-09-15 07:22:45.818607,TV,96.74,South,Charlie,Bank Transfer
2024-04-09 07:22:45.818610,Keyboard,53.46,East,Eva,Credit Card
2024-03-14 07:22:45.818612,Tablet,69.11,North,David,Credit Card
2024-02-04 07:22:45.818615,Smartwatch,235.78,West,Charlie,Cash
2024-02-03 07:22:45.818617,TV,111.1,East,Bob,Cash
2024-05-26 07:22:45.818620,Mouse,188.49,West,Alice,Bank Transfer
2024-12-31 07:22:45.818622,Mouse,256.67,West,Alice,Bank Transfer
2024-05-24 07:22:45.818625,Smartphone,348.29,East,David,Bank Transfer
2024-10-29 07:22:45.818628,TV,29.26,North,Charlie,Bank Transfer
2024-07-07 07:22:45.818630,Tablet,401.71,West,David,Cash
2024-08-10 07:22:45.818633,Headphones,317.67,North,Bob,Online Payment
2024-07-07 07:22:45.818635,Printer,50.06,West,Charlie,Credit Card
2024-05-20 07:22:45.818638,Smartphone,438.05,East,Eva,Online Payment
2024-02-09 07:22:45.818640,Smartwatch,461.23,East,Eva,Credit Card
2024-08-11 07:22:45.818643,Keyboard,39.93,West,Alice,Credit Card
2024-08-21 07:22:45.818649,Laptop,145.67,West,Eva,Bank Transfer
2024-03-11 07:22:45.818652,Smartwatch,405.04,East,Charlie,Cash
2024-10-09 07:22:45.818655,Camera,376.65,East,Bob,Online Payment
2024-01-07 07:22:45.818657,Mouse,100.42,North,Bob,Credit Card
2024-08-13 07:22:45.818659,Laptop,112.58,West,David,Credit Card
2024-01-19 07:22:45.818662,Tablet,191.53,North,Eva,Bank Transfer
2024-10-01 07:22:45.818665,Mouse,247.42,West,Alice,Online Payment
2024-01-21 07:22:45.818667,Tablet,312.94,South,Charlie,Online Payment
2024-01-26 07:22:45.818670,Printer,190.77,South,Eva,Credit Card
2024-09-14 07:22:45.818672,Keyboard,236.64,North,David,Credit Card
2024-05-30 07:22:45.818675,TV,376.26,West,Bob,Online Payment
2024-04-18 07:22:45.818677,Printer,27.97,North,Eva,Credit Card
2024-04-12 07:22:45.818680,Tablet,133.69,West,David,Bank Transfer
2024-11-08 07:22:45.818682,Smartphone,359.54,East,Charlie,Credit Card
2024-12-15 07:22:45.818685,Laptop,448.65,East,Alice,Cash
2024-10-28 07:22:45.818687,Tablet,260.72,East,Alice,Credit Card
2024-04-04 07:22:45.818690,Smartwatch,270.74,South,Eva,Online Payment
2024-10-27 07:22:45.818692,Mouse,62.51,East,David,Bank Transfer
2024-10-15 07:22:45.818695,TV,229.23,South,Bob,Credit Card
2024-09-08 07:22:45.818697,Camera,270.98,West,Eva,Cash
2024-11-09 07:22:45.818700,Tablet,128.81,South,Bob,Online Payment
2024-03-14 07:22:45.818702,Smartphone,141.93,East,David,Cash
2024-07-25 07:22:45.818705,Headphones,194.87,West,David,Bank Transfer
2024-06-08 07:22:45.818707,TV,19.83,West,Eva,Bank Transfer
2024-12-12 07:22:45.818710,Headphones,167.82,North,Eva,Online Payment
2024-07-31 07:22:45.818712,Mouse,113.61,North,David,Online Payment
2024-08-25 07:22:45.818716,Tablet,170.47,West,Alice,Cash
2024-03-15 07:22:45.818718,Camera,68.68,West,David,Cash
2024-11-02 07:22:45.818721,Keyboard,446.36,South,Charlie,Online Payment
2024-10-07 07:22:45.818723,Headphones,300.86,East,Bob,Bank Transfer
2024-11-02 07:22:45.818725,Mouse,342.76,East,Eva,Credit Card
2024-12-19 07:22:45.818728,Tablet,396.69,West,Eva,Bank Transfer
2024-01-30 07:22:45.818731,Mouse,254.24,North,Charlie,Cash
2024-03-29 07:22:45.818733,Camera,52.59,South,Eva,Bank Transfer
2024-02-01 07:22:45.818736,Smartphone,273.18,West,David,Bank Transfer
2024-05-29 07:22:45.818738,Smartwatch,297.55,South,Alice,Online Payment
2024-10-14 07:22:45.818741,TV,375.27,South,Bob,Cash
2024-02-06 07:22:45.818743,Camera,221.51,West,Charlie,Credit Card
2024-07-28 07:22:45.818746,Headphones,72.51,South,Charlie,Credit Card
2024-11-18 07:22:45.818748,TV,149.05,North,Alice,Bank Transfer
2024-06-29 07:22:45.818751,Camera,187.91,West,Alice,Bank Transfer
2024-07-24 07:22:45.818753,Headphones,326.5,East,Charlie,Bank Transfer
2024-04-20 07:22:45.818756,Laptop,289.68,West,Charlie,Credit Card
2024-10-21 07:22:45.818759,Headphones,184.49,West,David,Online Payment
2024-10-22 07:22:45.818761,Tablet,493.39,East,David,Online Payment
2024-07-17 07:22:45.818763,Mouse,306.83,South,David,Bank Transfer
2024-11-10 07:22:45.818766,Smartwatch,126.24,West,Eva,Bank Transfer
2024-11-07 07:22:45.818769,TV,59.87,East,Charlie,Online Payment
2024-07-29 07:22:45.818771,Keyboard,84.9,North,Charlie,Bank Transfer
